"","Sample_01-a01va","Sample_02-a01vb","Sample_03-a01vc","Sample_04-a01ca","Sample_05-a01cb","Sample_06-a01cc","Sample_07-a02vb","Sample_08-a02vc","Sample_09-a02ca","Sample_10-a02cb","Sample_11-a02cc","Sample_12-a04va","Sample_13-a04vb","Sample_14-a04vc","Sample_15-a04ca","Sample_16-a04cb","Sample_17-a04cc","Sample_18-a05va","Sample_19-a05vb","Sample_20-a05vc","Sample_21-a05ca","Sample_22-a05cb","Sample_23-a05cc","Sample_24-a06ca","Sample_25-a06cb","Sample_26-a07va","Sample_27-a07vb","Sample_28-a07vc","Sample_29-a07ca","Sample_30-a07cb","Sample_31-a07cc","Sample_32-a08va","Sample_33-a08vb","Sample_34-a08vc","Sample_35-a08ca","Sample_36-a08cc","Sample_37-a09va","Sample_38-a09vb","Sample_39-a09vc","Sample_40-a09ca","Sample_41-a09cb","Sample_42-a09cc","Sample_43-a10va","Sample_44-a10vb","Sample_45-a10vc","Sample_46-a10ca","Sample_47-a10cb","Sample_48-a10cc","Sample_49-a12va","Sample_50-a12vb","Sample_51-a13va","Sample_52-a13vb","Sample_53-a13vc","Sample_54-a13ca","Sample_55-a13cb","Sample_56-a13cc","Sample_57-a14va","Sample_58-a14vb","Sample_59-a14vc","Sample_60-a14ca","Sample_61-a14cb","Sample_62-a14cc","Sample_63-a17va","Sample_64-a17vb","Sample_65-a17vc","Sample_66-a17ca","Sample_67-a17cb","Sample_68-a17cc","Sample_69-arva","Sample_70-arvb","Sample_71-arvc","Sample_72-arca","Sample_73-arcb","Sample_74-arcc"
"gene_870",0,0,0,0,0,0,0,0,0,0,0,210,223,50,0,0,0,940,1403,1469,0,0,0,0,0,1097,2277,1324,0,0,0,2277,2757,1277,0,0,1346,1801,796,0,0,4,1588,1193,1556,0,0,0,780,1618,1004,1222,604,0,1,0,808,748,957,0,0,0,1089,1054,801,0,0,0,0,0,0,0,0,0
"gene_871",0,0,0,0,0,0,0,0,0,0,0,35,52,19,0,0,0,45,74,100,0,0,0,0,0,44,110,53,0,0,0,60,106,54,0,0,44,82,24,0,0,0,48,42,75,0,0,0,41,54,58,35,38,0,0,0,53,34,40,0,0,0,127,93,90,0,0,0,0,0,0,0,0,0
"gene_872",0,0,0,0,0,0,0,0,0,0,0,34,29,7,0,0,0,33,54,52,0,0,0,0,0,38,95,61,0,0,0,112,133,44,0,0,66,106,52,0,0,0,113,82,123,0,0,0,116,136,150,108,77,0,0,0,94,88,132,0,0,0,85,144,62,0,0,0,0,0,0,0,0,0
"gene_873",0,0,0,0,0,0,0,0,1,0,0,23,30,7,0,0,0,33,61,63,0,0,0,0,0,32,56,38,0,0,0,74,88,46,0,0,62,69,44,0,0,1,94,67,85,0,1,0,116,213,242,332,86,0,0,0,321,138,217,0,0,0,149,132,96,0,0,0,6,0,6,0,0,0
"gene_874",0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,8,11,17,0,0,0,0,0,32,60,22,0,0,0,72,99,35,0,0,60,57,31,0,0,0,78,42,64,0,0,0,112,162,107,107,62,0,0,0,104,93,131,0,0,0,62,83,54,0,0,0,0,0,0,0,0,0
"gene_875",0,0,0,0,0,0,1,1,0,0,0,13,9,2,0,0,0,5,18,7,0,0,0,0,0,7,40,10,0,0,0,20,58,20,0,0,22,11,11,0,0,0,43,14,39,0,0,0,35,60,54,105,26,0,0,0,53,41,55,0,0,0,32,43,34,0,0,0,0,0,0,0,0,0
"gene_876",0,0,0,0,0,0,2,2,0,0,0,99,129,34,0,0,0,87,141,161,0,0,0,0,0,65,167,121,0,0,0,254,262,62,0,0,162,218,89,0,0,0,154,129,191,0,0,0,179,303,257,224,122,0,0,0,151,217,270,0,0,0,361,343,254,0,0,0,0,0,0,0,0,0
"gene_877",0,0,0,0,0,0,0,0,0,0,0,20,19,12,0,0,0,34,47,50,0,0,0,0,0,27,67,28,0,0,0,81,99,42,0,0,41,51,13,0,0,0,40,28,67,0,0,0,42,67,64,49,24,0,0,0,71,60,48,0,0,0,72,91,68,0,0,0,0,0,0,0,0,0
"gene_878",0,0,0,0,0,0,0,0,0,0,0,23,26,7,0,0,0,12,32,40,0,0,0,0,0,15,42,32,0,0,0,71,97,32,0,0,48,64,14,0,0,0,52,40,60,0,0,0,37,73,66,91,36,0,0,0,70,71,60,0,0,0,81,84,59,0,0,0,0,0,0,0,0,0
"gene_879",0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,5,9,16,0,0,0,0,0,6,25,15,0,0,0,21,35,9,0,0,18,20,12,0,0,0,22,12,28,0,0,0,11,43,37,58,13,0,0,0,25,27,35,0,0,0,22,26,21,0,0,0,0,0,0,0,0,0
"gene_880",0,0,0,0,0,0,1,2,0,0,0,112,148,46,0,0,0,103,156,176,0,0,0,0,0,71,197,73,0,0,0,109,118,71,0,0,57,84,34,0,0,1,51,70,77,0,0,0,43,111,92,128,36,0,0,0,74,77,127,0,0,0,277,259,188,0,0,0,0,0,0,0,0,0
"gene_881",0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,6,6,8,0,0,0,0,0,8,9,3,0,0,0,13,14,9,0,0,10,25,7,0,0,0,29,11,12,0,0,0,20,31,26,28,13,0,0,0,25,19,18,0,0,0,27,10,8,0,0,0,0,0,0,0,0,0
"gene_882",0,0,0,0,0,0,4,16,0,0,0,188,202,58,0,0,0,114,218,254,0,0,0,0,0,169,350,203,0,0,0,533,549,187,0,0,324,457,197,0,0,0,404,303,512,0,0,0,581,845,1046,773,410,0,0,0,566,710,819,0,0,0,787,901,573,0,0,0,0,3,0,0,0,0
"gene_883",0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,0,36,64,59,0,0,0,0,0,131,237,123,0,0,0,388,489,167,0,0,313,379,141,0,0,1,425,280,488,0,0,0,514,789,798,658,371,0,0,0,410,503,647,0,0,0,400,440,319,0,0,0,5,0,1,0,0,0
"gene_884",0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,15,15,9,0,0,0,0,0,14,61,27,0,0,0,34,58,19,0,0,27,46,11,0,0,2,27,30,41,0,0,0,41,96,70,97,29,0,0,0,83,49,82,0,0,0,39,38,23,0,0,0,0,0,0,0,0,0
"gene_885",0,0,0,0,0,0,0,0,0,0,0,66,73,21,0,0,0,84,124,149,0,0,0,0,0,94,128,80,0,0,0,162,196,78,0,0,60,123,30,0,0,0,60,72,73,0,0,0,32,76,68,64,43,0,0,0,43,27,60,0,0,0,104,151,80,0,0,0,0,0,0,0,0,0
"gene_886",0,0,0,0,0,0,0,0,0,0,0,94,92,30,0,0,0,106,160,204,0,0,0,0,0,71,179,102,0,0,0,226,263,98,0,0,91,185,58,0,0,1,95,70,133,0,0,0,55,134,86,75,44,0,0,0,58,108,71,0,0,0,182,169,111,0,0,0,0,0,0,0,0,0
"gene_887",0,0,0,0,0,0,0,0,0,0,0,62,60,25,0,0,0,50,99,114,0,0,0,0,0,30,126,64,0,0,0,80,86,47,0,0,29,67,23,0,0,0,44,46,65,0,0,0,32,75,58,64,26,0,0,0,27,22,54,0,0,0,103,113,78,0,0,0,0,0,0,0,0,0
"gene_888",0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,7,8,0,0,0,0,0,0,13,18,0,0,0,16,28,17,0,0,15,27,7,0,0,0,14,17,20,0,0,0,60,84,99,79,39,0,0,0,79,69,94,0,0,0,51,66,50,0,0,0,0,0,0,0,0,0
"gene_889",0,0,0,0,0,0,0,0,0,0,0,14,26,5,0,0,0,22,25,21,0,0,0,0,0,23,32,20,0,0,0,27,41,27,0,0,21,24,23,0,0,0,33,16,29,0,0,0,32,65,54,78,38,0,0,0,81,21,53,0,0,0,113,45,37,0,0,0,0,0,0,0,0,0
"gene_890",0,0,0,0,0,0,0,0,0,0,1,99,149,47,1,0,0,225,185,188,0,0,0,0,0,177,170,105,0,0,0,171,197,114,0,0,71,101,35,0,0,0,73,83,117,0,0,0,112,148,145,119,54,0,0,0,152,107,130,0,0,0,274,217,143,0,0,0,0,0,1,0,0,0
"gene_891",0,3,0,0,0,0,0,1,0,0,0,16,15,3,0,0,0,34,34,36,0,0,0,0,0,38,37,13,0,0,0,55,46,23,0,0,7,45,11,0,0,0,25,19,34,0,0,0,64,87,134,135,74,0,0,0,102,136,164,0,0,0,77,107,69,0,0,0,0,0,0,0,0,0
"gene_892",0,0,0,0,0,0,0,0,0,0,0,63,84,27,0,0,0,78,119,139,0,0,0,0,0,85,150,103,0,0,0,234,270,100,0,0,95,160,66,0,0,0,136,88,139,0,0,0,421,636,943,631,436,0,0,0,653,785,938,0,0,0,518,676,352,0,0,0,0,0,0,0,0,0
"gene_893",0,0,0,0,0,0,1,2,0,0,0,113,156,46,0,0,0,91,167,226,0,0,0,0,0,79,159,142,0,0,0,204,256,112,0,0,90,218,66,0,0,0,127,113,175,0,0,0,111,187,171,123,82,0,0,0,70,113,139,0,0,0,328,380,258,0,0,0,0,0,0,0,0,0
"gene_894",0,0,0,0,0,0,1,1,0,0,0,89,72,28,0,0,0,69,93,85,0,0,0,0,0,30,74,41,0,0,0,37,67,50,0,0,20,44,13,0,0,1,40,30,35,0,0,0,31,64,55,58,25,0,0,0,65,24,55,0,0,0,141,206,132,0,0,0,0,0,0,0,0,0
"gene_895",0,0,0,0,0,0,0,0,0,0,0,9,19,4,0,0,0,16,32,25,0,0,0,0,0,8,34,11,0,0,0,17,19,18,0,0,19,17,3,0,0,0,10,17,8,0,0,0,6,21,9,33,7,0,0,0,13,3,6,0,0,0,18,18,17,0,0,0,0,0,0,0,0,0
"gene_896",0,0,0,0,0,0,0,4,0,0,0,14,38,8,0,0,0,21,31,31,0,0,0,0,0,13,31,21,0,0,0,37,40,24,0,0,13,45,12,0,0,0,19,19,35,0,0,0,29,39,52,37,18,0,0,0,36,25,43,0,0,0,56,81,37,0,0,0,0,0,0,0,0,0
"gene_897",0,0,0,0,0,0,0,0,0,0,0,10,13,3,0,0,0,23,27,33,0,0,0,0,0,23,56,29,0,0,0,91,103,31,0,0,61,88,30,0,0,0,54,35,78,0,0,0,55,124,121,92,46,0,0,0,84,75,94,0,0,0,73,65,62,0,0,0,0,0,0,0,0,0
"gene_898",0,0,0,0,0,0,0,4,0,0,0,87,71,27,0,0,0,86,123,168,0,0,0,0,0,73,148,77,0,0,0,138,131,80,0,0,70,118,25,0,0,0,87,77,85,0,0,0,71,134,89,119,58,0,0,0,85,75,81,0,0,0,187,192,169,0,0,0,0,0,0,0,0,0
"gene_899",0,0,0,0,0,0,0,0,0,0,0,18,11,1,0,0,0,11,28,16,0,0,0,0,0,13,19,13,0,0,0,14,29,14,0,0,7,17,3,0,0,0,14,6,6,0,0,0,4,14,7,18,6,0,0,0,8,6,9,0,0,0,29,22,18,0,0,0,0,0,0,0,0,0
"gene_900",0,0,0,0,0,0,0,0,0,0,0,57,54,37,0,0,0,70,108,120,0,0,0,0,0,59,160,79,0,0,0,115,141,55,0,0,50,101,38,0,0,0,70,57,85,0,0,0,54,88,82,41,41,0,0,0,40,69,106,0,0,0,109,157,128,0,0,0,0,0,0,0,0,0
"gene_901",0,0,0,0,0,0,0,0,0,0,0,404,455,120,0,0,0,351,579,694,0,0,0,0,0,199,583,263,0,0,0,436,536,263,0,0,209,353,115,0,0,3,249,196,307,0,0,0,163,288,258,276,140,0,0,0,232,202,268,0,0,0,736,932,731,0,0,0,0,0,0,0,0,0
"gene_902",0,0,0,0,0,0,0,0,0,0,0,719,937,277,0,0,0,995,1565,1900,0,0,0,0,0,881,1704,1203,0,0,0,2060,2270,922,0,0,829,1556,601,0,0,4,925,755,1165,0,0,0,628,814,744,420,438,0,0,0,366,760,686,0,0,0,1658,1772,1088,0,0,0,0,0,2,0,0,0
"gene_903",0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,14,11,15,0,0,0,0,0,22,15,18,0,0,0,30,31,14,0,0,13,30,8,0,0,0,15,24,34,0,0,0,30,72,65,82,19,0,0,0,42,33,40,0,0,0,46,42,18,0,0,0,0,0,0,0,0,0
"gene_904",0,0,0,0,0,0,0,0,0,0,0,333,409,127,0,0,0,405,575,766,0,0,0,0,0,275,674,393,0,0,0,692,813,295,0,0,267,491,188,0,0,4,340,257,386,0,0,0,251,373,393,234,189,0,0,0,167,336,310,0,0,0,771,864,500,0,0,0,0,0,0,0,0,0
"gene_905",0,0,0,0,0,0,0,0,0,0,0,15,20,2,0,0,0,18,37,40,0,0,0,0,0,22,88,56,0,0,0,75,100,53,0,0,74,105,33,0,0,1,80,64,119,0,0,0,112,179,142,142,60,0,0,0,110,132,121,0,0,0,68,105,51,0,0,0,0,0,0,0,0,0
"gene_906",4,28,1,4,2,1,0,9,14,3,1,141,212,75,3,10,30,387,544,699,15,8,7,11,7,738,1373,911,4,8,2,2334,2432,881,1,7,1150,2121,818,6,1,5,1744,1246,1942,8,12,14,2137,2706,2721,2105,1471,11,11,10,1204,2016,2123,3,2,6,1713,1906,1129,2,3,1,0,4,0,0,0,0
"gene_907",0,0,0,0,0,0,0,0,0,0,0,13,18,12,0,0,0,16,50,37,0,0,0,0,0,13,42,23,0,0,0,37,54,22,0,0,18,21,11,0,0,0,21,8,29,0,0,0,20,72,56,99,24,0,0,0,61,34,47,0,0,0,77,56,57,0,0,0,0,0,0,0,0,0
"gene_908",0,0,0,0,0,0,0,0,0,0,0,32,37,11,0,0,0,113,189,226,0,0,0,0,0,210,379,277,0,0,0,505,495,164,0,0,246,408,164,0,0,0,251,196,295,0,0,0,153,267,224,155,106,0,0,0,110,143,164,0,0,0,248,245,148,0,0,0,0,0,0,0,0,0
"gene_909",0,0,0,0,0,0,0,0,0,0,0,24,29,8,0,0,0,82,158,179,0,0,0,0,0,190,367,189,0,0,0,394,556,197,0,0,327,426,195,0,0,0,398,269,363,0,0,0,343,720,518,914,236,0,0,0,394,403,501,0,0,0,333,288,297,0,0,0,0,0,5,0,0,0
"gene_910",0,0,0,0,0,0,0,1,0,0,0,34,47,13,0,0,0,46,75,69,0,0,0,0,0,19,94,28,0,0,0,64,65,31,0,0,41,56,18,0,0,0,27,34,47,0,0,0,24,46,44,59,25,0,0,0,40,23,36,0,0,0,90,82,70,0,0,0,0,0,0,0,0,0
"gene_911",0,0,0,0,0,0,0,0,0,0,0,90,90,37,0,0,0,87,131,213,0,0,0,0,0,84,174,91,0,0,0,194,189,69,0,0,63,135,35,0,0,0,76,65,104,0,0,0,76,146,119,101,35,0,0,0,79,99,139,0,0,0,227,241,146,0,0,0,0,0,0,0,0,0
"gene_912",0,0,0,0,0,0,0,0,0,0,0,45,58,26,0,0,0,49,92,70,0,0,0,0,0,28,71,50,0,0,0,69,94,56,0,0,31,56,15,0,0,0,35,30,51,0,0,0,26,27,50,83,27,0,0,0,48,26,58,0,0,0,125,150,75,0,0,0,0,0,0,0,0,0
"gene_913",0,0,0,0,0,0,0,0,0,0,0,57,83,19,0,0,0,42,87,74,0,0,0,0,0,40,93,56,0,0,0,53,101,24,0,0,43,50,22,0,0,0,25,19,40,0,0,0,31,28,45,65,24,0,0,0,77,30,42,0,0,0,98,131,106,0,0,0,0,0,0,0,0,0
"gene_914",0,0,0,0,0,0,0,0,0,0,0,22,11,3,0,0,0,15,30,33,0,0,0,0,0,19,56,31,0,0,0,87,93,41,0,0,34,55,19,0,0,1,52,41,42,0,0,0,65,100,114,112,42,0,0,0,65,61,89,0,0,0,81,52,45,0,0,0,11,1,7,0,0,0
"gene_915",0,0,0,0,0,0,0,0,0,0,0,7,12,2,0,0,0,5,9,13,0,0,0,0,0,4,25,6,0,0,0,17,15,9,0,0,10,14,5,0,0,0,5,7,9,0,0,0,17,19,16,41,5,0,0,0,33,13,15,0,0,0,13,24,6,0,0,0,0,0,0,0,0,0
"gene_916",0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,9,18,25,0,0,0,0,0,33,92,48,0,0,0,183,170,55,0,0,122,168,56,0,0,0,144,103,166,0,0,0,259,440,392,341,155,0,0,0,209,328,344,0,0,0,180,218,127,0,0,0,0,0,0,0,0,0
"gene_917",0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,13,15,21,0,0,0,0,0,15,26,18,0,0,0,33,20,18,0,0,16,25,5,0,0,0,14,12,19,0,0,0,10,38,30,35,13,0,0,0,21,15,13,0,0,0,21,22,17,0,0,0,0,0,0,0,0,0
"gene_918",1,16,0,4,0,3,0,0,2,0,0,13,12,6,1,1,2,40,75,100,0,2,0,0,3,177,225,197,0,2,1,473,493,300,0,1,259,417,175,0,0,1,338,219,461,1,2,1,481,850,820,544,374,2,0,0,384,544,436,0,0,0,323,383,270,1,0,0,0,0,0,0,0,0
"gene_919",0,0,0,0,0,0,0,0,0,0,0,21,20,9,0,0,0,61,106,106,0,0,0,0,0,535,954,596,0,0,0,1861,2127,820,0,0,1225,1884,754,0,0,2,1975,1342,2068,0,0,0,2852,4758,4751,4214,2047,0,0,0,2708,3954,4228,0,0,0,2090,2726,1737,0,0,0,0,0,2,0,0,0
"gene_920",0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,5,6,3,0,0,0,0,0,3,11,4,0,0,0,10,13,6,0,0,9,19,6,0,0,0,6,1,20,0,0,0,12,27,10,28,8,0,0,0,24,13,9,0,0,0,12,12,11,0,0,0,0,0,0,0,0,0
"gene_921",0,0,0,0,0,0,0,0,0,0,0,16,27,9,0,0,0,34,54,75,0,0,0,0,0,49,99,54,0,0,0,201,157,50,0,0,97,156,57,0,0,0,128,92,139,0,0,0,130,203,203,137,104,0,0,0,106,171,160,0,0,0,101,119,82,0,0,0,0,0,0,0,0,0
"gene_922",0,0,0,0,0,0,0,0,0,0,0,30,40,12,0,0,0,40,48,93,0,0,0,0,0,34,91,48,0,0,0,128,106,38,0,0,81,106,33,0,0,0,83,63,79,0,0,0,79,143,120,92,47,0,0,0,63,61,67,0,0,0,62,87,65,0,0,0,0,0,0,0,0,0
"gene_923",0,0,0,0,0,0,0,0,0,0,0,17,15,2,0,0,0,5,14,16,0,0,0,0,0,12,18,8,0,0,0,22,19,8,0,0,4,11,3,0,0,0,7,6,8,0,0,0,3,8,4,25,3,0,0,0,21,3,5,0,0,0,13,16,16,0,0,0,0,0,0,0,0,0
"gene_924",0,0,0,0,0,0,0,0,0,0,0,18,16,12,0,0,0,24,33,49,0,0,0,0,0,15,30,16,0,0,0,38,49,14,0,0,25,26,9,0,0,0,19,11,20,0,0,0,13,27,33,40,5,0,0,0,23,11,18,0,0,0,36,19,20,0,0,0,0,0,1,0,0,0
"gene_925",0,0,0,0,0,0,0,0,0,0,0,3109,3143,946,0,1,0,4492,6852,6869,0,0,0,0,1,3150,6956,4226,0,0,0,6223,7668,3538,0,0,3054,4366,1987,0,0,14,3458,2906,3687,0,0,0,2091,3787,2586,2321,1544,0,0,0,1750,2500,2841,0,0,0,5571,6212,4573,0,0,0,0,0,0,0,0,0
"gene_926",0,0,0,0,0,0,0,0,0,0,0,51,59,20,0,0,0,65,83,132,0,0,0,0,0,32,129,82,0,0,0,127,183,63,0,0,67,96,54,0,0,0,65,55,104,0,0,0,62,99,95,105,57,0,0,0,65,65,73,0,0,0,142,165,102,0,0,0,0,0,0,0,0,0
"gene_927",0,0,0,0,0,0,0,0,0,0,0,8,19,10,0,0,0,17,16,32,0,0,0,0,0,10,29,29,0,0,0,51,36,14,0,0,22,38,8,0,0,0,27,26,26,0,0,0,22,59,45,83,22,0,0,0,41,31,35,0,0,0,48,28,30,0,0,0,0,0,0,0,0,0
"gene_928",0,0,0,0,0,0,1,0,0,0,0,20,4,12,0,0,0,9,28,23,0,0,0,0,0,16,22,17,0,0,0,23,30,22,0,0,12,16,11,0,0,0,21,14,22,0,0,0,18,39,45,39,8,0,0,0,22,22,25,0,0,0,29,28,30,0,0,0,0,0,0,0,0,0
"gene_929",0,0,0,0,0,0,0,0,0,0,0,22,14,1,0,0,0,35,30,43,0,0,0,0,0,18,46,20,0,0,0,31,61,38,0,0,31,38,25,0,0,0,35,21,35,0,0,0,17,70,37,76,12,0,0,0,23,23,29,0,0,0,26,30,26,0,0,0,0,0,0,0,0,0
"gene_930",0,0,0,0,0,0,4,2,0,0,0,38,23,12,0,0,0,19,39,51,0,0,0,0,0,16,46,29,0,0,0,67,65,23,0,0,24,74,24,0,0,0,33,36,32,0,0,0,42,91,76,69,33,0,0,0,49,62,70,0,0,0,82,100,79,0,0,0,0,0,0,0,0,0
"gene_931",0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,1,8,6,0,0,0,0,0,5,11,7,0,0,0,32,31,15,0,0,16,46,17,0,0,0,21,3,25,0,0,0,30,42,55,53,16,0,0,0,26,38,53,0,0,0,25,28,16,0,0,0,0,0,0,0,0,0
"gene_932",0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,17,22,0,0,0,0,0,17,58,47,0,0,0,127,129,49,0,0,73,97,45,0,0,1,92,56,96,0,0,0,94,178,178,168,76,0,0,0,102,134,129,0,0,0,93,97,70,0,0,0,0,0,0,0,0,0
"gene_933",0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,26,25,48,0,0,0,0,0,52,92,72,0,0,0,191,232,89,0,0,107,179,75,0,0,0,177,99,162,0,0,0,148,304,288,321,101,0,0,0,189,174,219,0,0,0,129,115,83,0,0,0,0,0,0,0,0,0
"gene_934",0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,34,63,58,0,0,0,0,0,161,299,136,0,0,0,531,559,240,0,0,350,502,233,0,0,1,467,322,527,0,0,0,659,1085,939,989,454,0,0,0,626,756,897,0,0,0,483,522,414,0,0,0,2,2,8,0,0,0
"gene_935",0,0,0,0,0,0,0,0,0,0,0,75,95,38,0,0,0,115,147,159,0,0,0,0,0,96,171,114,0,0,0,183,226,93,0,0,96,153,67,0,0,1,106,78,129,0,0,0,92,181,121,153,73,0,0,0,98,132,123,0,0,0,191,233,188,0,0,0,0,0,0,0,0,0
"gene_936",0,0,0,0,0,0,0,0,0,0,0,10,12,2,0,0,0,16,15,25,0,0,0,0,1,11,24,21,0,0,0,32,50,23,0,0,26,24,30,0,0,0,32,11,29,0,0,0,22,52,39,57,19,0,0,0,32,34,30,0,0,0,26,25,26,0,0,0,0,0,1,0,0,0
"gene_937",0,0,0,0,0,0,0,0,0,0,0,87,113,37,0,0,0,87,118,157,0,0,0,0,0,52,136,64,0,0,0,115,140,53,0,0,52,71,34,0,0,0,59,59,92,0,0,0,46,63,77,68,48,0,0,0,49,76,45,0,0,0,179,182,149,0,0,0,0,0,0,0,0,0
"gene_938",0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13,29,27,0,0,0,0,0,43,85,55,0,0,0,114,112,46,0,0,72,128,44,0,0,0,90,62,114,0,0,0,197,249,426,328,186,0,0,0,364,337,479,0,0,0,231,315,170,0,0,0,0,0,0,0,0,0
"gene_939",0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,2,8,0,0,0,0,0,2,9,5,0,0,0,13,14,6,0,0,12,12,9,0,0,0,16,9,15,0,0,0,20,42,40,30,16,0,0,0,34,31,59,0,0,0,23,30,23,0,0,0,0,0,0,0,0,0
"gene_940",0,0,0,0,0,0,0,1,0,0,0,8,11,5,0,0,0,23,31,38,0,0,0,0,0,84,135,84,0,0,0,285,346,121,0,0,188,250,133,0,0,0,284,160,309,0,0,0,368,682,656,609,253,0,0,0,300,361,420,0,0,0,286,294,207,0,0,0,0,0,0,0,0,0
"gene_941",2,3,0,1,0,1,0,3,0,1,1,512,581,165,1,0,1,556,833,999,2,3,0,4,0,440,906,493,1,3,1,819,910,445,2,1,387,550,265,0,2,4,433,388,480,2,1,0,303,575,418,342,227,4,2,1,257,372,394,1,1,2,929,1003,752,0,1,0,0,0,0,0,0,0
"gene_942",0,0,0,0,0,0,0,0,0,0,0,33,25,11,0,0,0,35,69,81,0,0,0,0,0,28,69,40,0,0,0,85,102,38,0,0,30,64,24,0,0,0,35,42,43,0,0,0,30,78,66,65,28,0,0,0,70,41,57,0,0,0,89,112,59,0,0,0,1,0,0,0,0,0
"gene_943",0,0,0,0,0,0,0,0,0,0,0,19,14,8,0,0,0,22,23,23,0,0,0,0,0,13,33,14,0,0,0,37,46,24,0,0,24,24,10,0,0,0,22,24,25,0,0,0,20,28,36,52,12,0,0,0,36,30,30,0,0,0,39,37,35,0,0,0,0,0,0,0,0,0
"gene_944",2,0,0,0,0,0,3,18,0,0,0,77,95,27,0,0,0,73,102,119,0,0,0,0,0,34,76,40,0,0,0,76,92,41,0,0,42,36,16,0,0,0,32,16,29,0,0,0,33,48,63,51,29,0,0,0,52,53,74,0,0,0,137,190,127,0,0,0,0,0,0,0,0,0
"gene_945",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,0,1,0,1,0,2,5,4,0,0,0,2,6,1,0,0,0,3,0,0,0,1,3,2,0,0,0,0,4,5,0,6,6,0,0,0,13,3,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"gene_946",0,0,0,0,0,0,0,0,0,0,0,56,44,27,0,0,0,92,145,169,0,0,0,0,0,75,134,70,0,0,0,157,192,97,0,0,120,110,61,0,0,3,81,61,81,0,0,0,55,126,85,82,50,0,0,0,58,49,68,0,0,0,124,138,102,0,0,0,0,0,0,0,0,0
"gene_947",3,2,0,0,0,0,19,50,0,0,0,215,208,66,0,0,0,147,235,284,0,0,0,0,0,73,171,93,0,0,0,171,233,76,0,0,64,139,58,0,0,6,83,76,111,0,0,0,69,119,115,121,62,0,0,0,115,116,110,0,0,0,285,430,255,0,0,0,0,0,0,0,0,0
"gene_948",0,0,0,0,0,0,0,0,0,0,0,372,419,154,0,0,0,421,690,906,0,0,0,0,0,355,671,401,2,0,0,786,755,306,1,0,263,453,228,0,0,0,276,265,406,0,0,0,210,252,246,169,162,0,0,0,194,260,246,0,0,0,623,606,427,0,0,0,0,0,0,0,0,0
"gene_949",3,0,4,0,0,0,27,49,0,0,0,931,984,312,0,0,0,775,1118,1116,0,0,0,0,0,410,943,544,0,0,0,805,1005,414,0,0,340,596,213,0,0,4,427,331,464,0,0,0,346,654,499,492,278,0,0,0,416,491,526,0,0,0,1793,2487,1526,0,0,0,0,1,1,0,0,0
"gene_950",0,0,0,0,0,0,0,0,0,0,0,44,51,8,0,0,0,86,144,164,0,0,0,0,0,107,209,120,0,0,0,251,290,150,0,0,165,225,83,0,0,0,203,120,218,0,0,0,171,310,280,259,136,0,0,0,146,139,213,0,0,0,203,192,122,0,0,0,0,0,0,0,0,0
"gene_951",0,0,0,0,0,0,0,0,0,0,0,53,82,23,0,0,0,89,117,163,0,0,0,0,0,79,146,53,0,0,0,166,181,75,0,0,61,151,30,0,0,0,75,65,104,0,0,0,79,127,157,169,55,0,0,0,149,209,204,0,0,0,232,226,145,0,0,0,0,0,0,0,0,0
"gene_952",0,0,0,0,0,0,0,0,0,0,0,59,70,21,0,0,0,52,100,110,0,0,0,0,0,61,121,38,0,0,0,117,128,69,0,0,42,86,41,0,0,0,58,35,58,0,0,0,82,163,306,347,97,0,0,0,435,310,363,0,0,0,295,289,200,0,0,0,0,0,0,0,0,0
"gene_953",0,0,0,0,0,0,0,1,0,0,0,38,44,14,0,0,0,50,64,76,0,0,0,0,0,18,91,45,0,0,0,91,99,44,0,0,40,51,25,0,0,0,44,31,54,0,0,0,23,44,45,26,14,0,0,0,30,30,54,0,0,0,69,106,66,0,0,0,3,0,8,0,0,0
"gene_954",0,0,0,0,0,0,0,0,0,0,0,17,23,3,0,0,0,10,23,28,0,0,0,0,0,1,25,9,0,0,0,19,41,12,0,0,7,5,9,0,0,0,11,4,11,0,0,0,14,13,7,28,3,0,0,0,14,3,14,0,0,0,18,28,23,0,0,0,0,0,0,0,0,0
